order_id,THEORETICAL,ENGINEERING,EMPIRICAL,OTHERS
T00001,0.9998413324356079,0.008975476957857609,0.004745834972709417,0.00022113851446192712
T00002,0.08481837809085846,0.5437023639678955,0.017089251428842545,0.0017995454836636782
T00003,0.05678911879658699,0.9996483325958252,0.000396605086280033,0.0002652606344781816
T00004,0.9998251795768738,0.0018104471964761615,0.0008183238096535206,8.650418021716177e-05
T00005,0.5240746736526489,0.9959355592727661,0.5872408151626587,0.0011758024338632822
T00006,0.9987431168556213,0.03651140257716179,0.24776223301887512,0.00042732537258416414
T00007,0.0002952314098365605,0.9995761513710022,0.004600276704877615,0.0014816842740401626
T00008,0.9996659755706787,0.003904326818883419,0.0009984176140278578,0.0001380747853545472
T00009,0.9781946539878845,0.0002436473878333345,0.9396745562553406,0.0012373302597552538
T00010,0.999804675579071,0.003964320290833712,0.0007576437783427536,9.74086724454537e-05
T00011,0.4129992723464966,0.9467750787734985,0.004913155920803547,0.000279282801784575
T00012,0.0009408045443706214,0.9995898604393005,0.001400027540512383,0.0002547699841670692
T00013,0.002258415799587965,0.999660849571228,0.000857517821714282,8.928443276090547e-05
T00014,0.9997194409370422,0.0024713778402656317,0.0005272218259051442,0.00012039038119837642
T00015,0.9994307160377502,0.02877877652645111,0.0027382399421185255,0.0001675854582572356
T00016,0.0007749281940050423,0.9997459053993225,0.000730654748622328,0.00019282466382719576
T00017,0.0009049902437254786,0.9996987581253052,0.0006837863475084305,0.00046982645289972425
T00018,0.0006325817084871233,0.9996569156646729,0.0010657167294993997,0.00012081114982720464
T00019,0.0017610832583159208,0.9993802309036255,0.009641353040933609,0.00034594524186104536
T00020,0.9997652173042297,0.006136312149465084,0.0005264871288090944,0.0001122414760175161
T00021,0.9998063445091248,0.002284103538841009,0.0005478300736285746,8.050984615692869e-05
T00022,0.9997473359107971,0.0017157102702185512,0.0007105928380042315,9.921118180500343e-05
T00023,0.9997867941856384,0.0017450957093387842,0.0006881661829538643,8.539615373592824e-05
T00024,0.9962725639343262,0.9645813703536987,0.0035446365363895893,4.501650983002037e-05
T00025,0.9385681748390198,0.9971567392349243,0.0021573121193796396,3.723542613442987e-05
T00026,0.0007771915406920016,0.9996222257614136,0.0021843486465513706,0.0001682276197243482
T00027,0.9997151494026184,0.17130853235721588,0.0027585732750594616,0.00017604160530027002
T00028,0.011403857730329037,0.9977553486824036,0.615379810333252,0.0008104537264443934
T00029,0.99979168176651,0.003047239501029253,0.0007668213220313191,0.0001356103748548776
T00030,0.04588444530963898,0.9994180202484131,0.0006888630450703204,5.195122503209859e-05
T00031,0.0005683884373866022,0.9995297193527222,0.000987344072200358,0.00015942793106660247
T00032,0.9992602467536926,0.26828914880752563,0.006585349794477224,0.00013359608419705182
T00033,0.0004438484029378742,0.9994538426399231,0.001413794350810349,0.00010499175550648943
T00034,0.0008336476748809218,0.9995098114013672,0.0009182740468531847,0.00010576084605418146
T00035,0.012642775662243366,0.8724022507667542,0.8882309794425964,0.0029936342034488916
T00036,0.001965695759281516,0.9994378685951233,0.0037726308219134808,9.434189996682107e-05
T00037,0.43521085381507874,0.05221587046980858,0.9989416003227234,0.001917299348860979
T00038,0.0014072090853005648,0.0016079872148111463,0.9990671277046204,0.0003607886319514364
T00039,0.0002534212835598737,0.9994224309921265,0.006425140425562859,0.0004426119558047503
T00040,0.999796450138092,0.0017302088672295213,0.0007263023289851844,8.585774776292965e-05
T00041,0.2876538932323456,0.016225583851337433,0.9790704250335693,0.0019909399561583996
T00042,0.0004957955679856241,0.9995812773704529,0.0013649207539856434,0.00025175526388920844
T00043,0.9432209134101868,0.978857696056366,0.017422808334231377,0.00022878854360897094
T00044,0.999811589717865,0.0018774950876832008,0.0006739129894413054,9.031061199493706e-05
T00045,0.9924296736717224,0.9320063591003418,0.06407579779624939,0.000514365267008543
T00046,0.0010149397421628237,0.9993659853935242,0.001382070011459291,0.00010273938823956996
T00047,0.9902847409248352,0.014757364057004452,0.09513161331415176,0.003246468026190996
T00048,0.000592601194512099,0.9995518326759338,0.0026116848457604647,9.454201062908396e-05
T00049,0.2696651220321655,0.7014821767807007,0.8707020878791809,0.004302303772419691
T00050,0.9967061877250671,0.03529166802763939,0.7366174459457397,0.0005031279288232327
T00051,0.0895262360572815,0.46786823868751526,0.9936510920524597,0.004258530214428902
T00052,0.9997286200523376,0.012002537958323956,0.0010409345850348473,0.00020202907035127282
T00053,0.04348819702863693,0.9405212998390198,0.5730317234992981,0.015737880021333694
T00054,0.9996770620346069,0.0026453451719135046,0.0005732447025366127,0.00013008365931455046
T00055,0.0013141768286004663,0.9996756315231323,0.0012019714340567589,0.00011769856791943312
T00056,0.0007699312991462648,0.9996525049209595,0.0009323841659352183,0.0001246290048584342
T00057,0.999821126461029,0.0035724809858947992,0.0005571600631810725,9.024002065416425e-05
T00058,0.01054309494793415,0.00272860168479383,0.998630166053772,0.00024465558817610145
T00059,0.8084719777107239,0.997454822063446,0.0003947778604924679,0.00014825942344032228
T00060,0.0006960548344068229,0.9995347261428833,0.010293546132743359,0.00021752658358309418
T00061,0.0019993968307971954,0.9996440410614014,0.0008719237521290779,7.719710265519097e-05
T00062,0.012219580821692944,0.9989081621170044,0.05936756357550621,0.00019329978385940194
T00063,0.6289399862289429,0.8088449835777283,0.492998331785202,0.004317700397223234
T00064,0.0008327119867317379,0.9995725750923157,0.0005838477518409491,0.00015680732030887157
T00065,0.9997826218605042,0.004870903678238392,0.0008133061928674579,8.62402084749192e-05
T00066,0.9998047947883606,0.0016981351654976606,0.0006299419910646975,8.503389835823327e-05
T00067,0.999700665473938,0.001248011365532875,0.0007312687812373042,9.342248813482001e-05
T00068,0.0006340360268950462,0.9996581077575684,0.0018542882753536105,0.00015770731261000037
T00069,0.001034382963553071,0.9993570446968079,0.000937615695875138,8.237994916271418e-05
T00070,0.0009723867988213897,0.9910291433334351,0.01753285340964794,0.0013020805781707168
T00071,0,0,0,0.9958971738815308
T00072,0.9998515844345093,0.012850428000092506,0.0010627203155308962,0.00010908221156569198
T00073,0.001273985835723579,0.9987483024597168,0.13629111647605896,0.0014264915371313691
T00074,0.9982354640960693,0.28065475821495056,0.2653767168521881,0.0001880334020825103
T00075,0.9998171925544739,0.001808230415917933,0.0006651581497862935,8.375306060770527e-05
T00076,0.9998243451118469,0.0020900738891214132,0.0007606105064041913,7.760556763969362e-05
T00077,0.01910867542028427,0.8969875574111938,0.9911462664604187,0.0005235560820437968
T00078,0.053208690136671066,0.9981074333190918,0.0013411209220066667,8.980197162600234e-05
T00079,0.36532536149024963,0.8233346939086914,0.8849902153015137,0.010572588071227074
T00080,0.8940322399139404,0.9150946736335754,0.23021267354488373,0.0022758273407816887
T00081,0.734767496585846,0.990581750869751,0.011014599353075027,5.6085773394443095e-05
T00082,0.011634363792836666,0.992275059223175,0.8675005435943604,0.0011540667619556189
T00083,0.8570678234100342,0.9922653436660767,0.0005749299889430404,5.712387792300433e-05
T00084,0.9971858859062195,0.9821339249610901,0.008229109458625317,0.00019652939226944
T00085,0.0008101912681013346,0.9995074272155762,0.001006632694043219,0.0001902817457448691
T00086,0.9998379945755005,0.0017136101378127933,0.0007125848205760121,0.00019195571076124907
T00087,0.9997121691703796,0.0019536092877388,0.0007843793136999011,0.0001326736673945561
T00088,0.9996104836463928,0.012477378360927105,0.006851440295577049,0.00011264946806477383
T00089,0.9997872710227966,0.0017969742184504867,0.0005984200397506356,8.058427192736417e-05
T00090,0.9997581839561462,0.0015875569079071283,0.000815384672023356,8.80784573382698e-05
T00091,0.5934987664222717,0.5416924357414246,0.8844246864318848,0.0032917573116719723
T00092,0.0015318969963118434,0.9996662139892578,0.000755941728129983,9.96991220745258e-05
T00093,0.016467835754156113,0.006251660641282797,0.9989653825759888,0.0001622025592951104
T00094,0.9997679591178894,0.0017447018763050437,0.0006911955424584448,8.71155207278207e-05
T00095,0.0011367232073098421,0.9997124075889587,0.0007619583630003035,0.00011523921421030536
T00096,0.9994213581085205,0.6717538237571716,0.0051344227977097034,0.00019412688561715186
T00097,0.9997549653053284,0.015718279406428337,0.000654114643111825,8.589467324782163e-05
T00098,0.999777615070343,0.0011191671947017312,0.0007895766757428646,0.00015853550576139241
T00099,0.9998108744621277,0.001890052342787385,0.0006220571231096983,8.869813609635457e-05
T00100,0.7682425379753113,0.005239490885287523,0.003688446944579482,0.695859968662262
T00101,0.9998145699501038,0.000736993330065161,0.0008299050969071686,0.00022043079661671072
T00102,0.029308907687664032,0.9997302889823914,0.0011000308440998197,0.00011272833944531158
T00103,0.9997679591178894,0.009446600452065468,0.000606483081355691,0.0001407986128469929
T00104,0.998435914516449,0.38199761509895325,0.16610655188560486,0.0005203726468607783
T00105,0.00100455223582685,0.9996284246444702,0.001827129744924605,0.00011908227315871045
T00106,0.9997835755348206,0.015598966740071774,0.0005534932715818286,0.00012096803402528167
T00107,0.9998001456260681,0.0017978777177631855,0.0006580865592695773,8.404178515775129e-05
T00108,0.18045736849308014,0.9886317849159241,0.9757788777351379,0.0014231944223865867
T00109,0.0005638129077851772,0.9995734095573425,0.0015132251428440213,0.0001413799327565357
T00110,0.9998400211334229,0.0039078849367797375,0.0006465334445238113,9.100697207031772e-05
T00111,0.9997429251670837,0.005460698623210192,0.0034783827140927315,0.0001773708063410595
T00112,0.0006670597940683365,0.9994294047355652,0.000989458174444735,0.00013888435205444694
T00113,0.0009539370075799525,0.9995149374008179,0.0007794671109877527,0.00010683905566111207
T00114,0.0017395596951246262,0.9993759989738464,0.0011340853525325656,8.864985284162685e-05
T00115,0.9997687935829163,0.0033456231467425823,0.0014658455038443208,7.914943853393197e-05
T00116,0.8952432870864868,0.07303427904844284,0.9629231691360474,0.002662462182343006
T00117,0.0964554026722908,0.9889135956764221,0.7530720829963684,0.0030367043800652027
T00118,0.0836988016963005,0.9996558427810669,0.0026037783827632666,0.0002273442514706403
T00119,0.0005808306159451604,0.9996851682662964,0.0012142891064286232,0.0003244228719267994
T00120,0.9997276663780212,0.0008869289886206388,0.0013898442266508937,0.0001814528659451753
T00121,0.9997937083244324,0.0015300550730898976,0.0005856359493918717,9.163946378976107e-05
T00122,0,0,0,0.9915707111358643
T00123,0.9998013377189636,0.0013696070527657866,0.0006197468028403819,9.134144056588411e-05
T00124,0.9989614486694336,0.020712055265903473,0.010689298622310162,0.00040640009683556855
T00125,0.9665971994400024,0.9943844079971313,0.0002997003321070224,0.00011251925025135279
T00126,0.0009660508367232978,0.9994621872901917,0.0010244303848594427,7.306347833946347e-05
T00127,0.9995642304420471,0.045475348830223083,0.08347805589437485,0.0003579001931939274
T00128,0.9997971653938293,0.001973251346498728,0.0005934968357905746,8.767005056142807e-05
T00129,0.09803427755832672,0.9812622666358948,0.37356895208358765,0.003978305961936712
T00130,0.0005541666178032756,0.9996675252914429,0.0012402423890307546,0.00014950688637327403
T00131,0.9997647404670715,0.0022027192171663046,0.0008547893958166242,0.00011198234278708696
T00132,0.968410849571228,0.9970194697380066,0.001539862365461886,4.923222149955109e-05
T00133,0.00063372275326401,0.9996770620346069,0.00104524998459965,0.00013669116015080363
T00134,0.9864372611045837,0.11136484891176224,0.41650280356407166,0.0031931947451084852
T00135,0.09018237888813019,0.0015628031687811017,0.972323477268219,0.027545548975467682
T00136,0.04484286904335022,0.022474054247140884,0.9983938336372375,0.0008548094192519784
T00137,0.9997983574867249,0.0017746599623933434,0.000722735479939729,0.0001164636923931539
T00138,0.9873366951942444,0.08076596260070801,0.5050937533378601,0.0037884043995290995
T00139,0.9998300075531006,0.002451807726174593,0.0014363949885591865,0.00014077914238441736
T00140,0.46743932366371155,0.999595582485199,0.0007425945368595421,0.0001234595401911065
T00141,0.9997857213020325,0.0016793659888207912,0.0005719998152926564,8.300843182951212e-05
T00142,0.6203749179840088,0.09845689684152603,0.6485334634780884,0.007072188891470432
T00143,0.9998019337654114,0.0015164619544520974,0.0010424823267385364,0.00011591833754209802
T00144,0.9998074173927307,0.0017432939494028687,0.0006505107739940286,8.167821215465665e-05
T00145,0.9998136162757874,0.0034546167589724064,0.0005398975918069482,8.357147453352809e-05
T00146,0.999789297580719,0.0017638130811974406,0.000946241314522922,0.0001224682928295806
T00147,0.0006130300462245941,0.9995508790016174,0.0010612463811412454,0.00013982728705741465
T00148,0.3902268409729004,0.597021758556366,0.4895811080932617,0.0013069702545180917
T00149,0.13335362076759338,0.9961240887641907,0.002511396538466215,8.46425027702935e-05
T00150,0.0051750121638178825,0.9996713399887085,0.0018037604168057442,0.00021760397066827863
T00151,0.002537403255701065,0.9997034668922424,0.020149050280451775,0.0008124615414999425
T00152,0.001937206368893385,0.9995625615119934,0.0007877619937062263,0.0004186545847915113
T00153,0.035239625722169876,0.006147850304841995,0.9992709755897522,0.0014882427640259266
T00154,0.005058726295828819,0.9972979426383972,0.527550458908081,0.001085258205421269
T00155,0.99982088804245,0.0017802049405872822,0.0006319167441688478,9.732529724715278e-05
T00156,0.9987474679946899,0.11222316324710846,0.03290358930826187,0.00019205512944608927
T00157,0.9997486472129822,0.008698472753167152,0.0006751231267116964,8.351188444066793e-05
T00158,0.9997894167900085,0.0015379047254100442,0.000587512506172061,7.607969018863514e-05
T00159,0.7574247717857361,0.9991567134857178,0.002066326327621937,8.29208511277102e-05
T00160,0.9997788071632385,0.0013451523846015334,0.0006599990883842111,9.220923675457016e-05
T00161,0.9989609718322754,0.8870436549186707,0.0018134855199605227,0.00011003562394762412
T00162,0.9485942721366882,0.12222117185592651,0.9944028258323669,0.0008420560043305159
T00163,0.0005651708925142884,0.0009641502401791513,0.9994245767593384,0.00037593283923342824
T00164,0.0533435195684433,0.9552158117294312,0.9461869597434998,0.0020338159520179033
T00165,0.9862650036811829,0.9478394985198975,0.001735249999910593,0.0005266512162052095
T00166,0.07325908541679382,0.8720592260360718,0.8840692639350891,0.0032843812368810177
T00167,0.00044824363430961967,0.9995694756507874,0.001962199341505766,0.00020059254893567413
T00168,0.18181946873664856,0.5916981101036072,0.9904683232307434,0.003460007021203637
T00169,0.9997857213020325,0.005924415774643421,0.0006143744103610516,8.95565390237607e-05
T00170,0.0008939552353695035,0.9989609718322754,0.05545155331492424,0.0004807752266060561
T00171,0.9998043179512024,0.002389119006693363,0.00061883928719908,8.256138244178146e-05
T00172,0.9998118281364441,0.0016380769666284323,0.0007704609306529164,9.406548633705825e-05
T00173,0.0005998284905217588,0.9995576739311218,0.0009620773489587009,0.0002542494621593505
T00174,0.993187427520752,0.16324669122695923,0.5661121010780334,0.002214334439486265
T00175,0.9997181296348572,0.0011141691356897354,0.0014782082289457321,0.00010714757809182629
T00176,0.000631298462394625,0.9997633099555969,0.0019208256853744388,0.00029380698106251657
T00177,0.9998021721839905,0.004875996150076389,0.0005690562538802624,8.885787974577397e-05
